Item,x1,y1,x2,y2,x3,y3,x4,y4
wall,0,0,14,0,14,120,0,120
node1,6.942918687010626,-0.08249469574017823,9.02669681901379,11.735198340406317,7.057081312989374,12.082494695740177,4.97330318098621,0.2648016595936824
node2,6.942918687010626,11.917505304259823,9.02669681901379,23.735198340406317,7.057081312989374,24.082494695740177,4.97330318098621,12.264801659593683
node3,6.942918687010626,23.917505304259823,9.02669681901379,35.73519834040631,7.057081312989374,36.08249469574018,4.97330318098621,24.264801659593683
node4,6.942918687010626,35.91750530425982,9.02669681901379,47.73519834040631,7.057081312989374,48.08249469574018,4.97330318098621,36.26480165959369
node5,6.942918687010626,47.91750530425982,9.02669681901379,59.73519834040631,7.057081312989374,60.08249469574018,4.97330318098621,48.26480165959369
node6,6.942918687010626,59.91750530425982,9.02669681901379,71.73519834040631,7.057081312989374,72.08249469574018,4.97330318098621,60.26480165959369
node7,6.942918687010626,71.91750530425982,9.02669681901379,83.73519834040631,7.057081312989374,84.08249469574018,4.97330318098621,72.26480165959369
node8,6.942918687010626,83.91750530425982,9.02669681901379,95.73519834040631,7.057081312989374,96.08249469574018,4.97330318098621,84.26480165959369
node9,6.942918687010626,95.91750530425982,9.02669681901379,107.73519834040631,7.057081312989374,108.08249469574018,4.97330318098621,96.26480165959369
node10,6.942918687010626,107.91750530425982,9.02669681901379,119.73519834040631,7.057081312989374,120.08249469574018,4.97330318098621,108.26480165959369
